x,y,token
-1.8100332,38.016735,trespass
-45.399124,-2.8306603,couldn
-8.736979,30.040354,mischief
23.962345,-35.480824,laughter
-2.9022954,-46.478306,astonished
8.0940485,51.288918,palace
26.50726,12.998786,bodies
11.631778,-51.73141,interrupted
-39.53823,30.362226,Gods
-5.4472756,54.327873,Pharisees
17.938051,57.10054,villages
42.824837,-6.815243,shade
19.613071,37.97354,whereof
-0.7423792,36.11718,widow
-0.3264684,46.054775,devils
13.950185,53.366447,messengers
5.83446,59.373898,slept
31.785799,-42.6712,stairs
45.33816,-30.33957,sprang
23.562218,32.118324,cup
-37.22859,-24.40362,contrary
-3.7548952,36.99352,hated
18.691736,53.703667,Edom
25.3378,29.91988,plant
-23.07711,48.85587,Woe
38.463146,42.79582,seventy
6.303301,47.308414,healed
37.01607,33.765583,tables
20.92336,-49.896538,Mouse
-42.70386,-9.001892,thinks
-21.881386,46.739918,Stand
10.734234,18.187132,wound
-0.31399387,53.972584,Daniel
-46.572186,-35.327637,questions
-34.52314,-11.927502,safely
-31.013292,34.14477,heavenly
-40.596466,27.110502,&
13.153147,26.37715,bitter
2.9311998,-12.663427,Nantucket
38.803062,20.881683,swords
10.427291,-51.986927,Ben
-3.1897244,56.005806,Elijah
-29.994558,-50.01143,affair
-18.584234,19.516705,report
41.214546,-23.633732,bank
-14.83993,-13.56116,reading
-44.4872,33.23029,Cassius
-3.4039824,-10.332058,noble
-11.6083975,-48.63123,rooms
26.78951,38.428833,sacrifices
24.282097,-38.98617,shouted
-5.738851,13.736527,dread
-13.625552,-49.70629,Street
29.42571,-24.25698,breaking
12.556472,-41.0992,St
4.9044137,-34.10045,amongst
16.057423,34.50623,cunning
-10.623054,48.597424,prophesy
-39.04219,-31.960224,wanting
17.150421,67.53042,Jehoshaphat
-45.214752,3.9011545,Pray
39.147312,-20.625612,lamp
-26.785814,36.42762,Art
-34.37542,21.384594,oft
-2.6830382,35.80058,commit
27.388456,23.711908,roll
-20.464851,-42.571903,produced
-43.36012,-33.43417,disposed
-19.42756,-46.78306,private
10.842777,50.016315,rulers
27.01524,25.71178,salt
-42.6456,-22.715939,add
46.028496,-40.573612,Moby
49.984512,-18.628765,upper
31.583353,32.29748,continual
-28.537317,-44.517372,admiration
20.43603,49.137062,entering
-34.270355,-44.908436,resolution
-7.200086,-55.141697,tea
-38.536587,-28.353588,aware
-32.518814,6.2713656,Great
-26.605846,29.43335,Both
-9.317139,31.910437,gifts
43.251606,-5.022665,stands
-10.3549,39.82877,Amen
15.501557,-47.675117,doctor
-33.562912,-31.053595,delightful
-1.2809781,-39.509483,expression
-9.309631,6.5649457,birth
-24.833021,-51.215137,sigh
-3.3883746,39.61388,hearkened
-51.023136,4.9837403,Rory
12.668876,-52.448944,Loveit
-8.5675535,22.323843,wonders
8.8105545,18.539997,sell
-35.080555,-25.826496,neighbours
18.177523,20.438507,holds
20.48119,-38.4177,trembling
24.89483,34.4762,abundance
25.160528,0.53664696,train
37.804123,26.031845,hanging
-38.639595,-41.507812,smallest
0.57098603,-10.780104,famous
41.572395,26.201033,row
-45.70955,-7.663157,papa
13.440691,52.625523,chariot
21.254646,20.165283,stretch
-31.402842,-29.60829,friendly
34.23863,-34.637123,inside
-36.75709,25.904028,Men
-35.04329,-41.39869,earnest
-8.827334,-18.754208,final
41.363396,14.770512,forest
-54.33326,14.5845375,Exeunt
-8.689664,12.097008,virtue
-42.948902,-15.847109,excuse
-40.656685,12.102329,gain
4.578719,-54.325523,De
10.580118,-33.95866,direction
29.69241,-46.560894,pool
43.18562,-31.626692,leaning
1.7957332,35.267906,vineyard
24.698114,26.49946,ashes
18.275078,49.329662,abode
-18.978764,-54.416897,cousin
-11.05321,38.172173,High
-41.244793,11.759745,continue
-21.059189,-56.85335,Perry
6.3708277,52.8742,royal
-20.648947,45.130653,fetch
-40.411785,-9.245189,charming
-5.3573337,30.921265,cursed
-5.4082494,-41.921673,entrance
13.942733,-53.523327,hurried
-42.335827,33.87501,loue
36.473156,-18.332767,carrying
6.4091964,-48.502853,Bildad
39.79538,-32.118423,knife
6.4334893,-48.51266,Peleg
-38.164474,-45.582428,misery
24.708279,39.871925,abomination
-4.958969,38.28286,forsaken
-20.977262,42.536785,beseech
-31.815104,-31.972672,considering
-11.133752,-51.770275,post
-31.64371,-6.818617,game
-2.700361,13.28736,speed
39.53604,-34.719154,carefully
28.271988,34.94725,images
-8.50889,13.275529,More
-46.944565,-32.19942,occurred
-54.188705,1.1960862,YOU
-4.4605937,38.572235,despised
45.38279,-32.25463,staring
-32.041195,-28.753254,natured
-24.850246,-25.58305,courage
-49.114628,-33.975807,refused
20.978466,-15.801167,shoes
-33.831978,-44.269154,gratitude
-18.903643,-9.166875,fashion
-26.838652,-41.18759,suffering
23.631609,46.15764,chamber
-12.031968,12.744472,laws
-40.220463,28.98724,Rome
-57.735023,7.7222147,Michael
-50.04402,0.77538973,Wheeler
24.847565,31.385193,harvest
51.60874,-16.900412,steel
50.97953,7.9528847,South
-33.43332,-35.293186,terms
-14.61586,-48.22513,agreed
-43.743484,33.242603,heare
-0.07194265,32.0323,bringeth
29.93725,11.630437,hidden
-1.5438396,60.012592,Simon
-38.326313,-19.950138,idle
12.827823,21.03456,yield
-27.521597,-19.16057,language
-45.566654,30.21722,Tis
25.939392,29.901754,fruits
-44.124474,-21.35755,enjoy
33.80291,10.740566,smell
50.288464,-20.086443,rope
-19.74458,-42.585224,discovered
-25.584124,37.53351,dost
-14.71188,14.60463,wealth
-28.57062,37.076405,Whom
21.509068,28.043867,devour
-44.342815,-16.53963,explain
40.809258,-29.476992,seated
3.9753299,-13.965321,chase
-19.126436,-53.639572,aunt
22.657883,-47.251858,Red
-9.684965,37.126747,exalted
36.005543,-29.114128,lean
-7.194205,21.896008,cruel
-13.800859,19.747242,memory
52.22121,-15.028023,brow
48.072342,-6.2795167,shining
-6.4596887,39.999054,sware
-50.777863,-27.665201,rejoiced
32.750496,34.67416,wheat
1.2570261,32.4533,exceeding
52.013466,-21.805792,harpooneer
-50.64598,-31.045134,helped
-31.365988,-41.971542,required
5.286472,28.332191,shed
8.777178,35.13966,dwelling
12.74199,51.373672,captive
-13.179118,-43.48368,orders
-42.87086,-19.604116,belong
-27.47326,-13.78948,pounds
-11.103472,-13.838536,alike
-14.477549,53.916218,78
30.70864,-18.545456,island
20.693033,8.7657995,sounds
-25.22436,2.1631107,merry
-46.98756,-21.891626,endure
-15.405498,-49.97696,Uppercross
20.595526,-50.54176,Jackal
-1.1654073,-43.400356,listened
37.694736,-2.377022,sailors
-9.758357,-45.197742,ceased
-39.6992,-4.995879,"----"""
-2.590613,13.418281,flight
36.07049,32.517067,brake
-20.327795,-56.576347,Palmer
47.217052,-12.205892,wheels
-31.140139,-39.87329,wishes
8.923131,-52.04562,Fisher
-9.749181,36.572876,dominion
15.640788,61.5929,Dan
45.479633,-28.564402,flew
38.610752,-34.588722,bag
31.833889,36.612324,rams
3.4596443,12.547227,wondrous
-18.863958,-38.516224,parted
-38.389004,-32.8104,sufficient
50.2111,-21.216137,harpoon
-8.896362,12.398638,mankind
18.452906,11.066007,harp
-8.169734,5.786896,universe
-43.54939,-17.667912,express
-6.214187,-48.71306,impatient
8.059556,17.744051,treasure
-18.581055,55.899807,55
44.298717,-29.516615,car
32.91015,-29.791729,throat
-21.376211,-43.62309,alarm
19.62531,33.53561,ox
22.800564,33.32938,hungry
19.531197,42.682434,desert
50.62072,0.5616914,midnight
6.3065605,-52.85749,Franklin
14.909733,53.2415,Syria
-15.439209,-40.452446,approach
-5.087833,50.58631,prayed
-44.53044,33.21995,Antony
-38.62296,-25.520113,direct
15.296991,-17.590881,sailor
42.22733,-35.782043,carpenter
12.975633,46.10028,slaughter
-16.83248,-48.28666,spend
15.036854,-12.800994,gay
8.64108,36.94096,weep
21.639532,65.91568,fifth
-21.147516,-54.55497,Henrietta
-31.84728,-11.653826,Besides
1.241579,57.53222,queen
-8.701198,-9.21016,poet
-39.526505,-38.11602,attend
-21.034698,42.78549,Remember
-0.8146674,15.1079445,Angel
-40.5928,-15.240538,forgot
13.3938,16.297623,nights
3.0355213,-52.94478,William
-24.964376,38.18966,wast
-20.973574,45.83315,Arise
4.268205,44.674175,afterward
3.0765507,39.340088,abominations
8.329568,45.057877,judges
-45.94969,-24.661818,advice
20.816456,15.307563,wounded
12.321099,5.660792,dying
26.61072,41.675632,passover
48.51828,-21.897625,bows
-24.04088,-47.749874,invitation
19.616558,-51.024055,Boy
13.947595,33.772114,Selah
-24.322887,46.63184,Lo
-20.76033,-54.786507,Harville
4.6950235,57.69756,household
-11.926159,19.618427,spiritual
-3.3695393,31.985703,speaketh
-34.572998,-32.265762,indifferent
11.036462,27.548672,serpent
7.7754927,11.265285,poems
-5.152471,5.5232763,Still
15.411251,61.89566,Reuben
11.183183,47.565006,worshipped
-33.103897,-29.988737,clever
22.14012,-16.799938,dressed
-31.92216,-31.010736,attached
50.26034,-24.086998,stern
-33.012768,-31.906948,amiable
-49.31315,-33.98759,chose
33.446587,24.773054,loins
-43.95337,33.737705,againe
-21.468018,-10.745841,gives
46.173256,28.45683,yards
-48.78517,-12.647796,anyone
4.6891427,35.010998,smitten
-9.954872,12.846222,revealed
53.157246,-9.718721,thin
12.665704,-47.186096,simply
42.031693,29.355198,chambers
-1.6960597,31.918013,taketh
3.9178,66.109985,Eleazar
50.773407,-4.355989,rolling
-24.328924,25.802551,henceforth
-38.971664,32.873177,deed
36.085136,-34.75584,tied
-12.569884,31.616547,vengeance
-42.31291,33.95453,thinke
33.582855,-19.908016,bearing
22.159695,-26.408266,bore
-39.01286,33.20727,Hath
-26.610579,7.6599946,start
32.677353,-34.438587,pair
6.9938717,16.746899,male
16.213797,59.382984,Hebron
-18.874504,49.81785,verily
49.92302,0.66134024,amid
-38.47381,-29.94632,absolutely
-12.414386,-47.578346,busy
27.349852,27.430065,planted
3.4545965,42.061733,kindled
27.205217,28.912863,vine
20.500662,25.652258,root
-28.578516,-26.639627,justified
-32.01716,-34.866158,disposition
-18.914352,49.81933,Verily
10.888087,-20.136806,lovely
38.137512,26.562971,chains
-29.187464,-28.232403,honourable
41.18809,-32.878605,ivory
48.807518,-17.712381,sails
-31.881256,-33.41616,credit
19.540585,28.647352,fowls
-42.363277,33.799614,feare
20.276205,-33.52783,playing
-32.753117,-43.876865,expectation
-37.88714,-38.598763,hint
3.6758335,-11.150862,Roman
21.131056,55.558765,Amorites
35.40281,35.96261,talents
-6.709181,-44.483944,lately
12.079645,8.934901,dreams
1.207481,-12.055506,American
-46.4944,-28.122969,trusted
17.15112,-46.67952,Lawrence
15.46113,61.674145,Gad
24.184376,-32.735424,pressed
46.702362,15.399431,shine
6.9839225,16.731863,female
-26.529835,25.644228,needs
-25.122498,1.1565608,plenty
-39.3239,-40.47885,proceed
19.436,11.461977,shout
-3.0367117,-8.747803,drinking
24.788456,-43.609703,bell
-43.72592,32.863277,giue
14.400144,-47.084263,pointing
22.075678,48.56331,Lebanon
-24.40747,37.785275,shouldest
2.0485995,37.540115,defiled
6.13728,-52.84457,Felix
-32.44306,-34.522488,humour
-8.733406,46.6211,charged
-36.81038,-41.853676,avoid
42.545082,-3.8677464,visible
-33.97222,-44.59298,concern
9.730708,23.33372,likeness
-18.001522,-50.75981,Kellynch
14.435228,62.7931,Levi
-21.694542,-1.7626784,somewhere
-40.22673,27.592735,bloody
0.1435593,-34.304928,finally
-21.664167,-42.3541,fears
20.807148,52.90615,Galilee
-45.882065,15.752587,count
40.50117,-30.770206,pipe
20.066881,40.729473,foundation
1.9446818,-12.474524,whalemen
-33.315376,-43.7606,necessity
5.745758,31.200283,remove
-21.11277,-13.626151,anywhere
-34.92101,-6.4198446,luck
45.405956,-29.254122,flung
-16.478674,-18.202753,parents
-19.05056,12.339016,Many
-31.052938,-25.020082,settle
-41.270695,-15.112223,offended
-3.2576094,14.32368,Paradise
12.583555,-52.50218,Hardy
-25.650078,-38.964542,overcome
18.578796,46.00324,Eden
-20.407368,-56.968266,Clay
-17.942581,-55.51548,message
19.346504,-37.668304,Margery
-4.6329007,-46.124615,watched
-37.440002,-39.420685,information
9.42899,-33.400673,advance
-29.968382,-44.35364,success
51.40287,-20.77711,Indian
-35.4159,-7.1081038,somebody
19.292494,-14.867262,market
2.4890406,44.970833,assembly
-36.361095,0.84410423,farmer
-33.01591,-32.155445,pleasing
11.879592,11.439044,globe
34.31291,-19.013475,setting
4.831495,24.160145,weeping
30.852907,7.4112477,mild
43.486103,25.332094,base
12.873872,-50.62778,"""--"
4.622634,24.171772,mourning
-3.9981766,-9.210729,horrible
51.205635,-21.013351,craft
-29.138998,-17.653202,trial
51.618042,-18.625408,jaw
-8.969845,32.397152,punishment
46.348503,-20.374311,aloft
26.349176,34.69914,wave
-15.220576,-46.782436,parties
-21.019262,-54.328087,Benwick
55.121227,-0.29263952,Down
0.21980353,-46.209553,listening
1.1465,52.562336,Jew
-41.833145,2.647209,Never
1.0918391,13.678041,Long
15.678019,-47.35612,Marquis
19.050772,12.8602495,crying
-4.3225327,61.457787,younger
-38.919056,-22.639015,guilty
-45.194035,-4.786113,--'
30.629715,31.302528,couple
24.231739,-50.496834,Forest
29.165087,30.15723,pot
-37.71664,5.693046,thief
-18.579,55.83692,54
-6.3127713,-19.036694,impression
-45.29319,1.4018795,madam
25.759428,20.204304,bosom
2.066369,-11.648516,Right
-40.442608,-27.791903,assured
-7.5966606,-19.790499,remains
3.848901,11.8464,Thee
25.303455,-41.912453,steadily
-5.280192,-47.0674,recovered
38.213745,28.16365,scarlet
18.631544,-38.406933,asleep
-50.10041,1.0122772,Bursal
-31.760298,-38.24946,powers
-43.546833,-24.660204,accepted
-22.509798,-49.44648,scheme
-46.70308,18.935154,deceived
-4.9703712,-47.148613,proceeded
3.81731,-52.627834,attorney
-41.08406,-33.88791,offence
46.643627,1.3052928,forms
-33.874226,-42.12944,delay
15.304187,44.910114,afar
16.297846,9.443114,march
-14.070008,-49.723717,arrival
-18.273588,-42.908802,safety
-26.310566,-43.585007,expressed
9.066004,38.568447,countries
-18.795628,-43.94731,employed
56.383224,-7.310895,roof
-9.797541,23.42362,lovers
-5.460857,54.332726,scribes
-39.930664,25.95861,Time
-49.184135,-34.05412,begged
-14.688289,16.742016,humble
-8.158416,42.202045,preached
-44.396774,2.6123848,Dear
-12.604922,-43.806316,sending
15.602267,-46.91187,Secretary
-43.12015,14.587911,?)
-37.948654,1.4936813,Pip
-13.338044,30.226034,yoke
-30.69404,-39.00254,constant
53.808453,-4.539571,enormous
5.4828935,11.878774,immortal
28.772728,28.029829,branch
2.8341877,14.202182,Among
10.19794,34.136917,divide
27.561117,20.724886,staff
11.354144,-18.650454,larger
-30.605042,-36.916172,importance
-3.8377876,44.472576,decree
-25.405367,37.69536,canst
-44.27864,32.91729,Noble
-1.1142044,-51.741844,Case
-15.321142,-49.64935,Lyme
25.912811,-45.873257,hen
-34.81498,-18.634584,notion
-3.6752236,-42.6895,melancholy
26.023668,36.480663,thereon
33.873585,38.35349,asses
-1.0831755,55.92915,Job
-16.694088,-42.261223,gained
-4.8106594,6.996962,Each
-12.41252,-50.43484,Abbey
-25.93475,-51.616737,earnestly
6.558213,65.40131,Ishmael
3.1497338,-24.967714,awful
25.424694,-45.084652,chimney
26.9958,30.748545,grapes
21.603207,30.5722,washed
51.43336,-3.0950234,surface
53.77536,-4.5220747,mass
49.543095,-3.6662202,sunset
-17.043482,-37.07641,presented
20.787636,38.584164,treasures
-19.034058,56.559116,53
19.50532,52.080765,Bethel
12.7344,-28.138535,Once
33.005924,8.776035,delicate
42.56229,29.029194,corners
-42.485714,-31.465261,unhappy
44.263817,-15.085635,lightning
4.4952674,17.047844,aloud
1.4637036,-52.753933,Theresa
-34.666428,-43.682617,regret
-8.598878,37.783413,inherit
0.7495674,66.60156,governor
24.45745,0.6972296,wake
3.5870469,59.048874,Abimelech
11.527506,-19.101486,size
19.474651,-4.0585904,sleeping
38.108036,28.887585,covering
-12.152005,10.878532,mystery
-8.78553,33.53698,forgiven
-41.85544,-9.136671,wants
-27.725895,-31.875355,example
47.09195,-25.32792,silently
-24.404943,-14.688608,instance
15.128273,-35.84185,dull
14.44783,52.590977,Chaldeans
54.45876,-13.849938,wore
-40.12525,-14.733606,asking
43.990997,29.772163,measured
3.6291237,32.30118,confounded
5.174653,25.564169,played
28.689497,23.63618,pitch
-19.026836,-50.3744,absence
53.765198,-13.315613,coloured
32.71284,-16.292065,monster
43.199142,-16.078503,narrow
41.31347,9.458286,roots
39.146473,30.663073,rings
-43.668343,-23.73123,consent
-10.487017,3.9882376,powerful
21.57231,24.960308,dried
-35.994896,-33.78866,reasonable
-25.8568,30.986084,Him
-3.3663661,37.840347,redeemed
-43.52294,33.88475,downe
4.2967834,32.845028,habitation
-38.988594,-36.48348,afford
32.16098,35.383144,flour
28.147095,19.868748,arrows
-32.01052,-17.118141,wretched
-10.907447,-17.656227,minds
20.44367,52.4802,Jericho
6.2038755,39.339287,sanctified
-18.601997,55.720608,57
51.490482,-7.59709,colours
-35.98942,-29.452837,ignorant
-24.114302,-39.71557,inclined
-16.612385,22.788927,prevailed
1.869325,-13.785905,Leviathan
36.67458,12.151703,Into
13.771467,69.52977,Noah
-46.57142,22.546122,Whether
44.936375,-8.517788,wing
10.328539,-54.195004,Rose
-8.8854475,19.858618,grief
-6.3127284,39.849483,sworn
-10.132082,41.721622,baptized
27.043135,37.29016,Baal
-16.584763,14.076612,wit
-40.614426,-37.91413,intended
21.278524,-49.63411,Rabbit
4.110447,-27.920397,marked
-5.8743944,38.233856,dealt
-29.24463,-25.649466,triumph
-41.008034,-31.601135,suspect
-3.0264192,32.443398,loveth
-0.963571,41.456112,tidings
-16.508043,45.574333,Fear
32.99076,43.251553,horsemen
-31.688717,-26.926567,prize
-22.39728,-59.90652,eldest
42.8526,28.225412,compass
20.59283,23.5306,belly
-16.094006,32.27482,repent
13.814734,-36.635925,uniform
16.659084,-26.414322,shock
-34.2413,-42.69822,suspicion
-41.525806,27.254406,Me
55.138496,-0.27991158,Up
8.927147,38.796104,kingdoms
-6.7549357,-29.648409,horror
29.539293,-35.451794,bottle
-39.947792,27.456604,Life
31.367805,-44.459736,castle
43.27114,-22.510279,fro
-33.35304,-43.057953,anxiety
43.37456,10.243537,soil
40.70324,15.046185,hail
13.018993,-51.454784,whispered
-14.023619,37.413696,gracious
37.77973,-24.711563,hollow
26.866339,24.44469,heap
38.48126,31.294104,cherubims
-11.949678,24.316013,doings
-29.18517,-43.875694,enjoyment
-32.701584,-15.281191,pains
-16.221409,8.929268,stroke
40.578335,8.819968,wet
-33.666454,-30.182383,silly
-20.71928,46.857815,Put
20.654049,51.266808,coasts
-18.530869,55.213448,59
39.510735,28.730236,cedar
24.830812,32.56695,fed
30.77081,36.93284,blemish
-36.082882,31.682436,Most
16.433859,60.94562,Shechem
8.674121,-34.959766,mile
4.870906,-33.379887,belonged
18.262335,-14.56879,stuff
-17.82881,-46.75556,period
-56.90826,3.6898274,Exit
-27.793858,-37.300797,estate
47.502754,-1.3869628,ice
-6.63507,13.588603,foe
1.6790264,62.02487,Abner
-20.706919,45.93208,Bring
-10.687409,-17.863804,objects
-10.305302,-11.29064,points
-44.737736,2.07504,Ay
45.28717,-32.01455,abruptly
-25.46785,-13.176866,accident
21.347984,27.944386,consume
-28.55883,-26.735802,ignorance
45.621418,-29.120335,swung
-5.1111307,23.482204,tongues
-13.531478,10.64012,despair
-26.140045,-51.07755,disappointed
-57.15207,1.5080844,AND
15.26497,-15.169551,rude
2.0665228,59.588,conceived
0.96595705,41.803425,possessed
-5.453033,37.686214,afflicted
-2.757763,57.477962,Balaam
9.657249,11.059035,endless
29.345747,50.499546,instruments
45.823555,-30.140287,jumped
13.637015,-52.950775,hastily
-28.843775,-33.59602,dignity
41.915913,-29.542194,softly
-26.97078,-47.014046,severe
8.265507,10.404356,ages
-48.522953,-15.551625,request
-7.907389,-7.537485,France
33.420128,-14.5569515,motion
-32.701313,-45.73969,immediate
-0.21367468,37.228367,nakedness
14.881163,-46.151737,policeman
-3.69265,-30.295547,action
23.45195,37.92923,sanctify
-30.977694,-40.207577,imagination
19.657259,53.337337,Damascus
22.0738,5.391288,native
-54.779327,14.224345,Qu
25.492792,20.265371,bowels
1.184278,57.733124,Mordecai
-33.794464,-26.356243,absent
-30.887241,-36.286648,indifference
18.229109,-45.201885,Prince
15.597274,28.159277,bind
-18.554977,-28.52975,outward
-44.536575,2.3548777,Thank
4.214626,26.29461,virgin
-31.968912,27.853392,murder
33.156307,-18.75567,sailed
1.882204,-33.4917,regular
-13.4380045,28.693071,profit
11.686734,15.912027,About
-4.858311,13.938543,sacred
49.692642,5.9986334,Over
-24.577364,-11.264196,sentence
8.701078,18.368711,price
-49.74259,-26.194645,grieved
48.924,-26.476738,swiftly
17.07131,-51.070538,Turtle
43.39054,-4.076411,centre
18.07064,66.88098,Zedekiah
-18.715265,55.87636,56
-2.9268668,45.718155,moreover
-17.392483,-35.34694,restored
22.948357,33.187134,drunk
13.96466,48.667984,bands
51.819042,0.87060815,noon
-41.322723,26.028732,World
-18.107378,-15.1184225,keeping
-8.598299,-17.312796,original
-34.25277,-31.206083,habit
23.788836,-5.780817,mixed
32.007683,-41.467068,yard
51.130806,7.009711,Sea
-32.41465,-29.573416,elegant
26.190233,11.236975,weapons
-45.391136,-15.535529,recollect
3.4124532,60.148388,Abram
26.29431,-14.693453,smooth
28.7768,34.428787,graven
39.58505,30.059513,bars
-31.181437,34.18245,Spirits
-17.557793,46.06615,Saying
-21.370378,11.447489,ours
26.72487,25.741274,fountain
15.784173,-37.301712,ordered
-20.95826,-11.633712,appears
-42.005054,5.654346,Ha
16.87595,53.19965,Syrians
-43.783024,29.808365,Macbeth
-3.2286856,39.589676,obeyed
24.429512,45.832123,inner
-20.54694,-56.68971,Cole
27.802788,-0.32309377,lights
-18.257929,55.602802,66
-29.499506,-45.98699,naturally
-41.93233,-14.413656,shortly
12.661843,-52.37551,Tarlton
44.413826,-14.214873,rush
35.193443,35.924614,measures
-41.31126,-33.12464,conceal
-18.411276,-26.896175,rank
-32.346935,-28.283354,suit
32.573654,38.95785,goods
17.821568,66.491264,Asa
-12.526492,33.74534,redeem
48.937344,-15.856458,flat
-2.0710921,-42.28662,conscious
-31.199703,-21.800299,careful
19.745045,33.38296,issue
-41.12461,-26.884758,acknowledge
-23.767107,-37.225647,regarded
18.046545,-50.42058,March
6.3614707,23.029482,dumb
4.366066,30.936497,shield
32.651764,-3.5081534,solitary
23.29975,-30.636143,drove
49.81688,-19.395416,cutting
9.624137,49.698097,assembled
-34.275608,-23.492012,reasons
-31.990295,31.657078,Land
28.649487,12.373543,flow
-40.33048,-35.590366,hers
-3.3829918,-4.2333136,seeking
-36.71263,-34.27793,useful
20.386158,19.50416,ride
-27.885983,-40.914658,receiving
12.474497,62.753128,singers
8.459504,-55.05413,Bell
30.462378,35.130436,unleavened
37.625317,30.371487,lamps
-45.55063,0.7766688,miss
-29.085358,31.902773,Peace
-14.618622,-47.75148,invited
-38.66518,24.27529,Against
-20.768969,-46.96494,neighbourhood
1.9719,47.215176,apostles
14.025797,18.909264,wear
-42.600826,-36.069187,fancied
-9.057307,-44.200523,brothers
7.905901,-52.05363,Carlo
9.511365,53.50396,Nebuchadnezzar
44.513042,16.119244,dew
-18.940563,-37.226696,visited
41.501564,-17.697716,spout
-54.661045,14.340747,Laer
2.2363105,44.832886,churches
29.901455,16.12766,torn
-18.260826,54.84912,60
32.090034,35.24511,mingled
36.069904,28.761877,raiment
-16.571907,32.799454,forbid
-6.636343,-36.92374,sunk
48.28675,-2.5688887,twilight
26.44905,11.30121,mouths
-15.174397,-38.483723,instrument
11.571266,-33.13631,leading
-33.531242,-32.437702,respectable
17.057476,26.61998,hang
27.820107,35.43244,altars
21.150888,47.944763,lieth
-10.268603,-42.84933,remaining
43.71343,-28.004416,lighted
52.856853,6.18638,sailing
11.576771,-48.336815,resumed
1.5987396,66.0376,Jehu
-10.757326,36.439426,endureth
38.83085,14.275055,roar
3.1111686,-52.862404,Price
-45.407063,-2.8370159,isn
-3.744461,10.394574,smiles
9.210445,44.012325,apart
-20.536234,-56.670677,Goddard
-32.049454,-17.153694,miserable
-52.338142,2.5986032,J
-45.396988,-15.633207,seriously
-30.538544,-47.952194,reflection
-17.608177,-40.12562,concluded
43.710102,13.171527,stream
50.15351,-4.9110117,lit
20.825264,55.94948,Bashan
34.670826,-36.050068,string
-28.204157,-38.741535,treated
43.46257,13.372437,flames
-35.347668,-40.81047,inclination
-15.175161,34.818985,perform
-30.345463,-47.195232,relief
-2.2512624,56.51032,Elisha
-6.20708,43.211765,doctrine
-5.151904,-46.650833,succeeded
-11.134724,6.277225,ruin
-27.893452,-43.25686,grateful
48.903732,-26.319082,ahead
28.389935,-40.849934,rapidly
-52.801464,1.0554961,M
-5.594675,-44.32957,worked
-42.064167,-23.655596,require
29.310589,50.57982,trumpets
-10.649131,-48.34372,card
-24.585451,-32.635036,property
-34.962215,-33.215904,concerned
-4.4828787,32.43461,dwelleth
22.781717,28.401936,devoured
22.993212,50.921932,eastward
-31.149305,-17.763422,patient
27.52165,24.76401,brook
48.002316,2.5482655,beach
-20.435535,-56.39374,Croft
19.562752,-37.366623,baby
-44.494278,-28.159851,tempted
-41.583317,32.491764,owne
-6.844218,-42.70214,previous
23.815916,15.372829,swallowed
-3.8046062,49.426476,messenger
-17.602694,-5.2037153,Another
-9.082436,-17.536684,crime
-25.590488,-46.770477,prospect
-33.273838,-26.044743,provided
13.544049,-25.685146,desperate
42.404793,-27.97044,advancing
-8.835046,28.8214,envy
20.427725,-38.781116,gently
29.85153,31.308792,sugar
19.321718,-35.838074,sounded
-14.647415,31.097383,forsake
-6.3324943,2.6293097,theirs
-31.069971,-32.522446,generous
35.24969,2.9038374,walks
-16.060246,-35.207138,custom
-16.651667,27.341537,nevertheless
-41.960556,-36.429337,imagined
-27.834812,-32.384922,fate
-11.806851,-11.610666,science
-54.541378,14.440996,Macd
11.76951,11.311138,unseen
24.667528,26.390171,thorns
-14.5773325,-20.38153,hitherto
34.38369,33.211296,beaten
30.803843,39.77034,shepherd
-22.015078,-13.130986,seldom
-27.387587,13.251008,scorn
-29.027472,21.826302,foul
44.478325,-10.401096,wheel
-12.529854,18.302006,gladness
-31.92112,-28.801308,hearted
19.349531,28.658644,fowl
-42.19781,-18.159782,venture
-35.774017,-30.786804,admired
-44.69295,-2.5415382,wouldn
-18.747114,-35.173824,obtained
-32.652195,-45.415047,difficulties
-43.89263,-31.327343,obliging
2.131828,-29.130205,striking
-4.253315,42.50316,witnesses
-27.220295,26.113918,freely
-26.099112,-40.175762,support
-25.651667,-11.447553,explained
26.54446,38.658894,savour
31.136702,-42.329086,parlour
-9.835642,38.315517,ordained
-20.905668,45.813126,Get
6.7298317,28.861849,paths
-26.981726,-45.332336,simplicity
23.29904,27.455795,desolation
-8.299071,42.14996,preach
29.725657,-30.222652,locked
-19.792036,-42.83499,occupied
32.688087,39.97175,herds
-5.4424696,29.29156,strife
40.46312,28.176525,palm
37.343884,-21.0371,crooked
15.84038,40.909702,refuge
40.876595,31.408134,sockets
44.627247,-30.055912,stepped
1.1510702,57.679317,Esther
38.279167,-32.044777,handle
-5.0842514,13.732712,infinite
-44.157898,-7.3579803,nonsense
12.486036,32.71435,perpetual
37.688236,-12.881736,intervals
-11.522106,35.598713,establish
-19.96074,5.414439,stir
-29.021832,27.01924,Could
2.0208426,-12.341845,fishery
-10.329396,31.213306,iniquities
9.95499,50.141388,lords
-8.219761,38.359898,multiply
-3.7888722,54.01359,Pilate
-27.429588,-47.29664,painful
-17.75393,35.2926,guide
-29.830997,-28.98903,lover
-54.608505,14.383612,Ophe
